booking_id,passenger_id,flight_id,total_price_paid,yield_per_pax,rasm,biz_traveler_prob
PNR862078,PX1164,AI130,3704.22,1.8485,18.679526,0.15
PNR862078,PX1164,AI130,3704.22,1.8485,18.679526,0.15
PNR862078,PX1164,AI130,3704.22,1.8485,18.679526,0.15
PNR862078,PX1164,AI130,3704.22,1.8485,18.679526,0.15
PNR745704,PX1154,AI130,12416.43,6.196,18.679526,0.15
PNR745704,PX1154,AI130,12416.43,6.196,18.679526,0.15
PNR745704,PX1154,AI130,12416.43,6.196,18.679526,0.15
PNR745704,PX1154,AI130,12416.43,6.196,18.679526,0.15
PNR886614,PX1097,AI130,11623.31,5.8002,18.679526,0.15
PNR886614,PX1097,AI130,11623.31,5.8002,18.679526,0.15
PNR886614,PX1097,AI130,11623.31,5.8002,18.679526,0.15
PNR886614,PX1097,AI130,11623.31,5.8002,18.679526,0.15
PNR768116,PX1109,AI130,6438.82,3.2131,18.679526,0.15
PNR768116,PX1109,AI130,6438.82,3.2131,18.679526,0.15
PNR768116,PX1109,AI130,6438.82,3.2131,18.679526,0.15
PNR768116,PX1109,AI130,6438.82,3.2131,18.679526,0.15
PNR307159,PX1657,AI130,6010.46,2.9993,18.679526,0.15
PNR307159,PX1657,AI130,6010.46,2.9993,18.679526,0.15
PNR307159,PX1657,AI130,6010.46,2.9993,18.679526,0.15
PNR307159,PX1657,AI130,6010.46,2.9993,18.679526,0.15
PNR264368,PX1340,AI130,3175.47,1.5846,18.679526,0.15
PNR264368,PX1340,AI130,3175.47,1.5846,18.679526,0.15
PNR264368,PX1340,AI130,3175.47,1.5846,18.679526,0.15
PNR264368,PX1340,AI130,3175.47,1.5846,18.679526,0.15
PNR586339,PX1036,AI130,8463.19,4.2232,18.679526,0.15
PNR586339,PX1036,AI130,8463.19,4.2232,18.679526,0.15
PNR586339,PX1036,AI130,8463.19,4.2232,18.679526,0.15
PNR586339,PX1036,AI130,8463.19,4.2232,18.679526,0.15
PNR738744,PX1141,AI130,4259.24,2.1254,18.679526,0.15
PNR738744,PX1141,AI130,4259.24,2.1254,18.679526,0.15
PNR738744,PX1141,AI130,4259.24,2.1254,18.679526,0.15
PNR738744,PX1141,AI130,4259.24,2.1254,18.679526,0.15
PNR344631,PX1196,AI130,11435.87,5.7067,18.679526,0.15
PNR344631,PX1196,AI130,11435.87,5.7067,18.679526,0.15
PNR344631,PX1196,AI130,11435.87,5.7067,18.679526,0.15
PNR344631,PX1196,AI130,11435.87,5.7067,18.679526,0.15
PNR644928,PX1498,AI130,9321.55,4.6516,18.679526,0.15
PNR644928,PX1498,AI130,9321.55,4.6516,18.679526,0.15
PNR644928,PX1498,AI130,9321.55,4.6516,18.679526,0.15
PNR644928,PX1498,AI130,9321.55,4.6516,18.679526,0.15
PNR739412,PX1631,AI130,12385.77,6.1807,18.679526,0.15
PNR739412,PX1631,AI130,12385.77,6.1807,18.679526,0.15
PNR739412,PX1631,AI130,12385.77,6.1807,18.679526,0.15
PNR739412,PX1631,AI130,12385.77,6.1807,18.679526,0.15
PNR836831,PX1170,AI130,7678.09,3.8315,18.679526,0.85
PNR836831,PX1170,AI130,7678.09,3.8315,18.679526,0.85
PNR836831,PX1170,AI130,7678.09,3.8315,18.679526,0.85
PNR836831,PX1170,AI130,7678.09,3.8315,18.679526,0.85
PNR851666,PX1624,AI130,9157.78,4.5699,18.679526,0.15
PNR851666,PX1624,AI130,9157.78,4.5699,18.679526,0.15
PNR851666,PX1624,AI130,9157.78,4.5699,18.679526,0.15
PNR851666,PX1624,AI130,9157.78,4.5699,18.679526,0.15
PNR422314,PX1642,AI130,3534.0,1.7635,18.679526,0.15
PNR422314,PX1642,AI130,3534.0,1.7635,18.679526,0.15
PNR422314,PX1642,AI130,3534.0,1.7635,18.679526,0.15
PNR422314,PX1642,AI130,3534.0,1.7635,18.679526,0.15
PNR806655,PX1162,AI130,11419.39,5.6984,18.679526,0.15
PNR806655,PX1162,AI130,11419.39,5.6984,18.679526,0.15
PNR806655,PX1162,AI130,11419.39,5.6984,18.679526,0.15
PNR806655,PX1162,AI130,11419.39,5.6984,18.679526,0.15
PNR784796,PX1588,AI130,9708.97,4.8449,18.679526,0.15
PNR784796,PX1588,AI130,9708.97,4.8449,18.679526,0.15
PNR784796,PX1588,AI130,9708.97,4.8449,18.679526,0.15
PNR784796,PX1588,AI130,9708.97,4.8449,18.679526,0.15
PNR381440,PX1117,AI130,12230.32,6.1031,18.679526,0.15
PNR381440,PX1117,AI130,12230.32,6.1031,18.679526,0.15
PNR381440,PX1117,AI130,12230.32,6.1031,18.679526,0.15
PNR381440,PX1117,AI130,12230.32,6.1031,18.679526,0.15
PNR686714,PX1258,AI130,4802.31,2.3964,18.679526,0.15
PNR686714,PX1258,AI130,4802.31,2.3964,18.679526,0.15
PNR686714,PX1258,AI130,4802.31,2.3964,18.679526,0.15
PNR686714,PX1258,AI130,4802.31,2.3964,18.679526,0.15
PNR136915,PX1719,AI130,8966.6,4.4745,18.679526,0.15
PNR136915,PX1719,AI130,8966.6,4.4745,18.679526,0.15
PNR136915,PX1719,AI130,8966.6,4.4745,18.679526,0.15
PNR136915,PX1719,AI130,8966.6,4.4745,18.679526,0.15
PNR209937,PX1242,AI130,12046.97,6.0116,18.679526,0.15
PNR209937,PX1242,AI130,12046.97,6.0116,18.679526,0.15
PNR209937,PX1242,AI130,12046.97,6.0116,18.679526,0.15
PNR209937,PX1242,AI130,12046.97,6.0116,18.679526,0.15
PNR430779,PX1135,AI130,7441.84,3.7136,18.679526,0.15
PNR430779,PX1135,AI130,7441.84,3.7136,18.679526,0.15
PNR430779,PX1135,AI130,7441.84,3.7136,18.679526,0.15
PNR430779,PX1135,AI130,7441.84,3.7136,18.679526,0.15
PNR232993,PX1873,AI130,7088.26,3.5371,18.679526,0.15
PNR232993,PX1873,AI130,7088.26,3.5371,18.679526,0.15
PNR232993,PX1873,AI130,7088.26,3.5371,18.679526,0.15
PNR232993,PX1873,AI130,7088.26,3.5371,18.679526,0.15
PNR560608,PX1896,AI130,13072.24,6.5232,18.679526,0.15
PNR560608,PX1896,AI130,13072.24,6.5232,18.679526,0.15
PNR560608,PX1896,AI130,13072.24,6.5232,18.679526,0.15
PNR560608,PX1896,AI130,13072.24,6.5232,18.679526,0.15
PNR415130,PX1287,AI130,12041.42,6.0088,18.679526,0.15
PNR415130,PX1287,AI130,12041.42,6.0088,18.679526,0.15
PNR415130,PX1287,AI130,12041.42,6.0088,18.679526,0.15
PNR415130,PX1287,AI130,12041.42,6.0088,18.679526,0.15
PNR911554,PX1629,AI130,12366.45,6.171,18.679526,0.15
PNR911554,PX1629,AI130,12366.45,6.171,18.679526,0.15
PNR911554,PX1629,AI130,12366.45,6.171,18.679526,0.15
PNR911554,PX1629,AI130,12366.45,6.171,18.679526,0.15
PNR540735,PX1543,AI130,11676.5,5.8267,18.679526,0.15
PNR540735,PX1543,AI130,11676.5,5.8267,18.679526,0.15
PNR540735,PX1543,AI130,11676.5,5.8267,18.679526,0.15
PNR540735,PX1543,AI130,11676.5,5.8267,18.679526,0.15
PNR157449,PX1341,AI130,6114.76,3.0513,18.679526,0.85
PNR157449,PX1341,AI130,6114.76,3.0513,18.679526,0.85
PNR157449,PX1341,AI130,6114.76,3.0513,18.679526,0.85
PNR157449,PX1341,AI130,6114.76,3.0513,18.679526,0.85
PNR959230,PX1273,AI130,11757.61,5.8672,18.679526,0.15
PNR959230,PX1273,AI130,11757.61,5.8672,18.679526,0.15
PNR959230,PX1273,AI130,11757.61,5.8672,18.679526,0.15
PNR959230,PX1273,AI130,11757.61,5.8672,18.679526,0.15
PNR849518,PX1464,AI130,5596.75,2.7929,18.679526,0.15
PNR849518,PX1464,AI130,5596.75,2.7929,18.679526,0.15
PNR849518,PX1464,AI130,5596.75,2.7929,18.679526,0.15
PNR849518,PX1464,AI130,5596.75,2.7929,18.679526,0.15
PNR768783,PX1102,AI130,10242.72,5.1113,18.679526,0.15
PNR768783,PX1102,AI130,10242.72,5.1113,18.679526,0.15
PNR768783,PX1102,AI130,10242.72,5.1113,18.679526,0.15
PNR768783,PX1102,AI130,10242.72,5.1113,18.679526,0.15
PNR675542,PX1173,AI130,4128.59,2.0602,18.679526,0.15
PNR675542,PX1173,AI130,4128.59,2.0602,18.679526,0.15
PNR675542,PX1173,AI130,4128.59,2.0602,18.679526,0.15
PNR675542,PX1173,AI130,4128.59,2.0602,18.679526,0.15
PNR603328,PX1001,AI130,6796.84,3.3917,18.679526,0.15
PNR603328,PX1001,AI130,6796.84,3.3917,18.679526,0.15
PNR603328,PX1001,AI130,6796.84,3.3917,18.679526,0.15
PNR603328,PX1001,AI130,6796.84,3.3917,18.679526,0.15
PNR593382,PX1990,AI130,9927.06,4.9537,18.679526,0.15
PNR593382,PX1990,AI130,9927.06,4.9537,18.679526,0.15
PNR593382,PX1990,AI130,9927.06,4.9537,18.679526,0.15
PNR593382,PX1990,AI130,9927.06,4.9537,18.679526,0.15
PNR434023,PX1043,AI130,11159.81,5.5689,18.679526,0.15
PNR434023,PX1043,AI130,11159.81,5.5689,18.679526,0.15
PNR434023,PX1043,AI130,11159.81,5.5689,18.679526,0.15
PNR434023,PX1043,AI130,11159.81,5.5689,18.679526,0.15
PNR523182,PX1954,AI130,3562.01,1.7775,18.679526,0.15
PNR523182,PX1954,AI130,3562.01,1.7775,18.679526,0.15
PNR523182,PX1954,AI130,3562.01,1.7775,18.679526,0.15
PNR523182,PX1954,AI130,3562.01,1.7775,18.679526,0.15
PNR687959,PX1622,AI130,9009.21,4.4957,18.679526,0.5
PNR687959,PX1622,AI130,9009.21,4.4957,18.679526,0.5
PNR687959,PX1622,AI130,9009.21,4.4957,18.679526,0.5
PNR687959,PX1622,AI130,9009.21,4.4957,18.679526,0.5
PNR345940,PX1924,AI130,6633.19,3.3101,18.679526,0.15
PNR345940,PX1924,AI130,6633.19,3.3101,18.679526,0.15
PNR345940,PX1924,AI130,6633.19,3.3101,18.679526,0.15
PNR345940,PX1924,AI130,6633.19,3.3101,18.679526,0.15
PNR648451,PX1662,AI130,5988.09,2.9881,18.679526,0.85
PNR648451,PX1662,AI130,5988.09,2.9881,18.679526,0.85
PNR648451,PX1662,AI130,5988.09,2.9881,18.679526,0.85
PNR648451,PX1662,AI130,5988.09,2.9881,18.679526,0.85
PNR530436,PX1198,AI130,5746.0,2.8673,18.679526,0.85
PNR530436,PX1198,AI130,5746.0,2.8673,18.679526,0.85
PNR530436,PX1198,AI130,5746.0,2.8673,18.679526,0.85
PNR530436,PX1198,AI130,5746.0,2.8673,18.679526,0.85
PNR204625,PX1775,AI130,7875.4,3.9299,18.679526,0.15
PNR204625,PX1775,AI130,7875.4,3.9299,18.679526,0.15
PNR204625,PX1775,AI130,7875.4,3.9299,18.679526,0.15
PNR204625,PX1775,AI130,7875.4,3.9299,18.679526,0.15
PNR407451,PX1829,AI130,10885.82,5.4322,18.679526,0.15
PNR407451,PX1829,AI130,10885.82,5.4322,18.679526,0.15
PNR407451,PX1829,AI130,10885.82,5.4322,18.679526,0.15
PNR407451,PX1829,AI130,10885.82,5.4322,18.679526,0.15
PNR656579,PX1054,AI130,6319.29,3.1534,18.679526,0.15
PNR656579,PX1054,AI130,6319.29,3.1534,18.679526,0.15
PNR656579,PX1054,AI130,6319.29,3.1534,18.679526,0.15
PNR656579,PX1054,AI130,6319.29,3.1534,18.679526,0.15
PNR274269,PX1465,AI130,5304.11,2.6468,18.679526,0.15
PNR274269,PX1465,AI130,5304.11,2.6468,18.679526,0.15
PNR274269,PX1465,AI130,5304.11,2.6468,18.679526,0.15
PNR274269,PX1465,AI130,5304.11,2.6468,18.679526,0.15
PNR408231,PX1098,AI130,6793.33,3.39,18.679526,0.15
PNR408231,PX1098,AI130,6793.33,3.39,18.679526,0.15
PNR408231,PX1098,AI130,6793.33,3.39,18.679526,0.15
PNR408231,PX1098,AI130,6793.33,3.39,18.679526,0.15
PNR637585,PX1539,AI130,7502.65,3.7439,18.679526,0.15
PNR637585,PX1539,AI130,7502.65,3.7439,18.679526,0.15
PNR637585,PX1539,AI130,7502.65,3.7439,18.679526,0.15
PNR637585,PX1539,AI130,7502.65,3.7439,18.679526,0.15
PNR863433,PX1853,AI130,7410.04,3.6977,18.679526,0.15
PNR863433,PX1853,AI130,7410.04,3.6977,18.679526,0.15
PNR863433,PX1853,AI130,7410.04,3.6977,18.679526,0.15
PNR863433,PX1853,AI130,7410.04,3.6977,18.679526,0.15
PNR335114,PX1529,AI130,4199.6,2.0957,18.679526,0.15
PNR335114,PX1529,AI130,4199.6,2.0957,18.679526,0.15
PNR335114,PX1529,AI130,4199.6,2.0957,18.679526,0.15
PNR335114,PX1529,AI130,4199.6,2.0957,18.679526,0.15
PNR698215,PX1187,AI130,12131.34,6.0537,18.679526,0.15
PNR698215,PX1187,AI130,12131.34,6.0537,18.679526,0.15
PNR698215,PX1187,AI130,12131.34,6.0537,18.679526,0.15
PNR698215,PX1187,AI130,12131.34,6.0537,18.679526,0.15
PNR462446,PX1447,AI130,9536.16,4.7587,18.679526,0.15
PNR462446,PX1447,AI130,9536.16,4.7587,18.679526,0.15
PNR462446,PX1447,AI130,9536.16,4.7587,18.679526,0.15
PNR462446,PX1447,AI130,9536.16,4.7587,18.679526,0.15
PNR794094,PX1398,AI130,7622.16,3.8036,18.679526,0.15
PNR794094,PX1398,AI130,7622.16,3.8036,18.679526,0.15
PNR794094,PX1398,AI130,7622.16,3.8036,18.679526,0.15
PNR794094,PX1398,AI130,7622.16,3.8036,18.679526,0.15
PNR449797,PX1310,AI130,9782.42,4.8816,18.679526,0.15
PNR449797,PX1310,AI130,9782.42,4.8816,18.679526,0.15
PNR449797,PX1310,AI130,9782.42,4.8816,18.679526,0.15
PNR449797,PX1310,AI130,9782.42,4.8816,18.679526,0.15
PNR416548,PX1347,AI130,8067.07,4.0256,18.679526,0.15
PNR416548,PX1347,AI130,8067.07,4.0256,18.679526,0.15
PNR416548,PX1347,AI130,8067.07,4.0256,18.679526,0.15
PNR416548,PX1347,AI130,8067.07,4.0256,18.679526,0.15
PNR133441,PX1747,AI130,9366.97,4.6742,18.679526,0.15
PNR133441,PX1747,AI130,9366.97,4.6742,18.679526,0.15
PNR133441,PX1747,AI130,9366.97,4.6742,18.679526,0.15
PNR133441,PX1747,AI130,9366.97,4.6742,18.679526,0.15
PNR377462,PX1211,AI130,6314.58,3.1511,18.679526,0.15
PNR377462,PX1211,AI130,6314.58,3.1511,18.679526,0.15
PNR377462,PX1211,AI130,6314.58,3.1511,18.679526,0.15
PNR377462,PX1211,AI130,6314.58,3.1511,18.679526,0.15
PNR859078,PX1767,AI130,7439.74,3.7125,18.679526,0.15
PNR859078,PX1767,AI130,7439.74,3.7125,18.679526,0.15
PNR859078,PX1767,AI130,7439.74,3.7125,18.679526,0.15
PNR859078,PX1767,AI130,7439.74,3.7125,18.679526,0.15
PNR584640,PX1971,AI130,11591.31,5.7842,18.679526,0.15
PNR584640,PX1971,AI130,11591.31,5.7842,18.679526,0.15
PNR584640,PX1971,AI130,11591.31,5.7842,18.679526,0.15
PNR584640,PX1971,AI130,11591.31,5.7842,18.679526,0.15
PNR152202,PX1467,AI130,6277.05,3.1323,18.679526,0.15
PNR152202,PX1467,AI130,6277.05,3.1323,18.679526,0.15
PNR152202,PX1467,AI130,6277.05,3.1323,18.679526,0.15
PNR152202,PX1467,AI130,6277.05,3.1323,18.679526,0.15
PNR729340,PX1551,AI130,5759.44,2.874,18.679526,0.15
PNR729340,PX1551,AI130,5759.44,2.874,18.679526,0.15
PNR729340,PX1551,AI130,5759.44,2.874,18.679526,0.15
PNR729340,PX1551,AI130,5759.44,2.874,18.679526,0.15
PNR254977,PX1504,AI130,3347.16,1.6703,18.679526,0.5
PNR254977,PX1504,AI130,3347.16,1.6703,18.679526,0.5
PNR254977,PX1504,AI130,3347.16,1.6703,18.679526,0.5
PNR254977,PX1504,AI130,3347.16,1.6703,18.679526,0.5
PNR719136,PX1102,AI130,3801.19,1.8968,18.679526,0.5
PNR719136,PX1102,AI130,3801.19,1.8968,18.679526,0.5
PNR719136,PX1102,AI130,3801.19,1.8968,18.679526,0.5
PNR719136,PX1102,AI130,3801.19,1.8968,18.679526,0.5
PNR772134,PX1604,AI130,7104.11,3.545,18.679526,0.15
PNR772134,PX1604,AI130,7104.11,3.545,18.679526,0.15
PNR772134,PX1604,AI130,7104.11,3.545,18.679526,0.15
PNR772134,PX1604,AI130,7104.11,3.545,18.679526,0.15
PNR397502,PX1794,AI130,10738.67,5.3587,18.679526,0.15
PNR397502,PX1794,AI130,10738.67,5.3587,18.679526,0.15
PNR397502,PX1794,AI130,10738.67,5.3587,18.679526,0.15
PNR397502,PX1794,AI130,10738.67,5.3587,18.679526,0.15
PNR383842,PX1724,AI130,8989.19,4.4857,18.679526,0.5
PNR383842,PX1724,AI130,8989.19,4.4857,18.679526,0.5
PNR383842,PX1724,AI130,8989.19,4.4857,18.679526,0.5
PNR383842,PX1724,AI130,8989.19,4.4857,18.679526,0.5
PNR665931,PX1047,AI130,10906.01,5.4422,18.679526,0.15
PNR665931,PX1047,AI130,10906.01,5.4422,18.679526,0.15
PNR665931,PX1047,AI130,10906.01,5.4422,18.679526,0.15
PNR665931,PX1047,AI130,10906.01,5.4422,18.679526,0.15
PNR110640,PX1465,AI130,6992.73,3.4895,18.679526,0.15
PNR110640,PX1465,AI130,6992.73,3.4895,18.679526,0.15
PNR110640,PX1465,AI130,6992.73,3.4895,18.679526,0.15
PNR110640,PX1465,AI130,6992.73,3.4895,18.679526,0.15
PNR341528,PX1264,AI130,9154.22,4.5681,18.679526,0.15
PNR341528,PX1264,AI130,9154.22,4.5681,18.679526,0.15
PNR341528,PX1264,AI130,9154.22,4.5681,18.679526,0.15
PNR341528,PX1264,AI130,9154.22,4.5681,18.679526,0.15
PNR674305,PX1078,AI130,7551.2,3.7682,18.679526,0.15
PNR674305,PX1078,AI130,7551.2,3.7682,18.679526,0.15
PNR674305,PX1078,AI130,7551.2,3.7682,18.679526,0.15
PNR674305,PX1078,AI130,7551.2,3.7682,18.679526,0.15
PNR949457,PX1554,AI130,10689.74,5.3343,18.679526,0.15
PNR949457,PX1554,AI130,10689.74,5.3343,18.679526,0.15
PNR949457,PX1554,AI130,10689.74,5.3343,18.679526,0.15
PNR949457,PX1554,AI130,10689.74,5.3343,18.679526,0.15
PNR625289,PX1121,AI130,12402.92,6.1892,18.679526,0.15
PNR625289,PX1121,AI130,12402.92,6.1892,18.679526,0.15
PNR625289,PX1121,AI130,12402.92,6.1892,18.679526,0.15
PNR625289,PX1121,AI130,12402.92,6.1892,18.679526,0.15
PNR287594,PX1717,AI130,10436.11,5.2078,18.679526,0.15
PNR287594,PX1717,AI130,10436.11,5.2078,18.679526,0.15
PNR287594,PX1717,AI130,10436.11,5.2078,18.679526,0.15
PNR287594,PX1717,AI130,10436.11,5.2078,18.679526,0.15
PNR681164,PX1465,AI130,6934.74,3.4605,18.679526,0.15
PNR681164,PX1465,AI130,6934.74,3.4605,18.679526,0.15
PNR681164,PX1465,AI130,6934.74,3.4605,18.679526,0.15
PNR681164,PX1465,AI130,6934.74,3.4605,18.679526,0.15
PNR488986,PX1711,AI130,11690.99,5.834,18.679526,0.15
PNR488986,PX1711,AI130,11690.99,5.834,18.679526,0.15
PNR488986,PX1711,AI130,11690.99,5.834,18.679526,0.15
PNR488986,PX1711,AI130,11690.99,5.834,18.679526,0.15
PNR673648,PX1957,AI130,4140.35,2.0661,18.679526,0.15
PNR673648,PX1957,AI130,4140.35,2.0661,18.679526,0.15
PNR673648,PX1957,AI130,4140.35,2.0661,18.679526,0.15
PNR673648,PX1957,AI130,4140.35,2.0661,18.679526,0.15
PNR377466,PX1083,AI130,5949.46,2.9689,18.679526,0.15
PNR377466,PX1083,AI130,5949.46,2.9689,18.679526,0.15
PNR377466,PX1083,AI130,5949.46,2.9689,18.679526,0.15
PNR377466,PX1083,AI130,5949.46,2.9689,18.679526,0.15
PNR804740,PX1403,AI130,12535.11,6.2552,18.679526,0.15
PNR804740,PX1403,AI130,12535.11,6.2552,18.679526,0.15
PNR804740,PX1403,AI130,12535.11,6.2552,18.679526,0.15
PNR804740,PX1403,AI130,12535.11,6.2552,18.679526,0.15
PNR556913,PX1514,AI130,10712.09,5.3455,18.679526,0.15
PNR556913,PX1514,AI130,10712.09,5.3455,18.679526,0.15
PNR556913,PX1514,AI130,10712.09,5.3455,18.679526,0.15
PNR556913,PX1514,AI130,10712.09,5.3455,18.679526,0.15
PNR125781,PX1347,AI130,8712.4,4.3476,18.679526,0.5
PNR125781,PX1347,AI130,8712.4,4.3476,18.679526,0.5
PNR125781,PX1347,AI130,8712.4,4.3476,18.679526,0.5
PNR125781,PX1347,AI130,8712.4,4.3476,18.679526,0.5
PNR404864,PX1014,AI130,3744.3,1.8685,18.679526,0.15
PNR404864,PX1014,AI130,3744.3,1.8685,18.679526,0.15
PNR404864,PX1014,AI130,3744.3,1.8685,18.679526,0.15
PNR404864,PX1014,AI130,3744.3,1.8685,18.679526,0.15
PNR619234,PX1487,AI130,10134.98,5.0575,18.679526,0.15
PNR619234,PX1487,AI130,10134.98,5.0575,18.679526,0.15
PNR619234,PX1487,AI130,10134.98,5.0575,18.679526,0.15
PNR619234,PX1487,AI130,10134.98,5.0575,18.679526,0.15
PNR154273,PX1539,AI130,9762.99,4.8719,18.679526,0.85
PNR154273,PX1539,AI130,9762.99,4.8719,18.679526,0.85
PNR154273,PX1539,AI130,9762.99,4.8719,18.679526,0.85
PNR154273,PX1539,AI130,9762.99,4.8719,18.679526,0.85
PNR114288,PX1456,AI130,7110.24,3.5481,18.679526,0.15
PNR114288,PX1456,AI130,7110.24,3.5481,18.679526,0.15
PNR114288,PX1456,AI130,7110.24,3.5481,18.679526,0.15
PNR114288,PX1456,AI130,7110.24,3.5481,18.679526,0.15
PNR956815,PX1681,AI130,7370.24,3.6779,18.679526,0.85
PNR956815,PX1681,AI130,7370.24,3.6779,18.679526,0.85
PNR956815,PX1681,AI130,7370.24,3.6779,18.679526,0.85
PNR956815,PX1681,AI130,7370.24,3.6779,18.679526,0.85
PNR416000,PX1167,AI130,6003.35,2.9958,18.679526,0.15
PNR416000,PX1167,AI130,6003.35,2.9958,18.679526,0.15
PNR416000,PX1167,AI130,6003.35,2.9958,18.679526,0.15
PNR416000,PX1167,AI130,6003.35,2.9958,18.679526,0.15
PNR269433,PX1901,AI130,10877.96,5.4283,18.679526,0.15
PNR269433,PX1901,AI130,10877.96,5.4283,18.679526,0.15
PNR269433,PX1901,AI130,10877.96,5.4283,18.679526,0.15
PNR269433,PX1901,AI130,10877.96,5.4283,18.679526,0.15
PNR108967,PX1489,AI130,6472.02,3.2296,18.679526,0.85
PNR108967,PX1489,AI130,6472.02,3.2296,18.679526,0.85
PNR108967,PX1489,AI130,6472.02,3.2296,18.679526,0.85
PNR108967,PX1489,AI130,6472.02,3.2296,18.679526,0.85
PNR421051,PX1769,AI130,7984.93,3.9846,18.679526,0.85
PNR421051,PX1769,AI130,7984.93,3.9846,18.679526,0.85
PNR421051,PX1769,AI130,7984.93,3.9846,18.679526,0.85
PNR421051,PX1769,AI130,7984.93,3.9846,18.679526,0.85
PNR670443,PX1961,AI130,12639.85,6.3075,18.679526,0.85
PNR670443,PX1961,AI130,12639.85,6.3075,18.679526,0.85
PNR670443,PX1961,AI130,12639.85,6.3075,18.679526,0.85
PNR670443,PX1961,AI130,12639.85,6.3075,18.679526,0.85
PNR225629,PX1057,AI130,10278.38,5.1291,18.679526,0.85
PNR225629,PX1057,AI130,10278.38,5.1291,18.679526,0.85
PNR225629,PX1057,AI130,10278.38,5.1291,18.679526,0.85
PNR225629,PX1057,AI130,10278.38,5.1291,18.679526,0.85
PNR422864,PX1131,AI130,9346.22,4.6639,18.679526,0.15
PNR422864,PX1131,AI130,9346.22,4.6639,18.679526,0.15
PNR422864,PX1131,AI130,9346.22,4.6639,18.679526,0.15
PNR422864,PX1131,AI130,9346.22,4.6639,18.679526,0.15
PNR319005,PX1798,AI130,7090.41,3.5382,18.679526,0.85
PNR319005,PX1798,AI130,7090.41,3.5382,18.679526,0.85
PNR319005,PX1798,AI130,7090.41,3.5382,18.679526,0.85
PNR319005,PX1798,AI130,7090.41,3.5382,18.679526,0.85
PNR275445,PX1159,AI130,12574.95,6.2751,18.679526,0.85
PNR275445,PX1159,AI130,12574.95,6.2751,18.679526,0.85
PNR275445,PX1159,AI130,12574.95,6.2751,18.679526,0.85
PNR275445,PX1159,AI130,12574.95,6.2751,18.679526,0.85
PNR515354,PX1056,AI130,10579.54,5.2793,18.679526,0.85
PNR515354,PX1056,AI130,10579.54,5.2793,18.679526,0.85
PNR515354,PX1056,AI130,10579.54,5.2793,18.679526,0.85
PNR515354,PX1056,AI130,10579.54,5.2793,18.679526,0.85
PNR233298,PX1612,AI130,9484.9,4.7331,18.679526,0.85
PNR233298,PX1612,AI130,9484.9,4.7331,18.679526,0.85
PNR233298,PX1612,AI130,9484.9,4.7331,18.679526,0.85
PNR233298,PX1612,AI130,9484.9,4.7331,18.679526,0.85
PNR342171,PX1467,AI130,5838.22,2.9134,18.679526,0.15
PNR342171,PX1467,AI130,5838.22,2.9134,18.679526,0.15
PNR342171,PX1467,AI130,5838.22,2.9134,18.679526,0.15
PNR342171,PX1467,AI130,5838.22,2.9134,18.679526,0.15
PNR958566,PX1580,AI130,6258.28,3.123,18.679526,0.15
PNR958566,PX1580,AI130,6258.28,3.123,18.679526,0.15
PNR958566,PX1580,AI130,6258.28,3.123,18.679526,0.15
PNR958566,PX1580,AI130,6258.28,3.123,18.679526,0.15
PNR505277,PX1509,AI130,18158.86,9.0615,18.679526,0.85
PNR505277,PX1509,AI130,18158.86,9.0615,18.679526,0.85
PNR505277,PX1509,AI130,18158.86,9.0615,18.679526,0.85
PNR505277,PX1509,AI130,18158.86,9.0615,18.679526,0.85
PNR733025,PX1683,AI130,14547.16,7.2592,18.679526,0.85
PNR733025,PX1683,AI130,14547.16,7.2592,18.679526,0.85
PNR733025,PX1683,AI130,14547.16,7.2592,18.679526,0.85
PNR733025,PX1683,AI130,14547.16,7.2592,18.679526,0.85
PNR769440,PX1838,AI130,18359.56,9.1617,18.679526,0.85
PNR769440,PX1838,AI130,18359.56,9.1617,18.679526,0.85
PNR769440,PX1838,AI130,18359.56,9.1617,18.679526,0.85
PNR769440,PX1838,AI130,18359.56,9.1617,18.679526,0.85
PNR319446,PX1363,AI130,8514.84,4.249,18.679526,0.85
PNR319446,PX1363,AI130,8514.84,4.249,18.679526,0.85
PNR319446,PX1363,AI130,8514.84,4.249,18.679526,0.85
PNR319446,PX1363,AI130,8514.84,4.249,18.679526,0.85
PNR544039,PX1484,AI130,3156.71,1.5752,18.679526,0.15
PNR544039,PX1484,AI130,3156.71,1.5752,18.679526,0.15
PNR544039,PX1484,AI130,3156.71,1.5752,18.679526,0.15
PNR544039,PX1484,AI130,3156.71,1.5752,18.679526,0.15
PNR309259,PX1738,AI130,7198.44,3.5921,18.679526,0.15
PNR309259,PX1738,AI130,7198.44,3.5921,18.679526,0.15
PNR309259,PX1738,AI130,7198.44,3.5921,18.679526,0.15
PNR309259,PX1738,AI130,7198.44,3.5921,18.679526,0.15
PNR110223,PX1024,AI130,5794.18,2.8914,18.679526,0.15
PNR110223,PX1024,AI130,5794.18,2.8914,18.679526,0.15
PNR110223,PX1024,AI130,5794.18,2.8914,18.679526,0.15
PNR110223,PX1024,AI130,5794.18,2.8914,18.679526,0.15
PNR973234,PX1229,AI130,9785.91,4.8833,18.679526,0.15
PNR973234,PX1229,AI130,9785.91,4.8833,18.679526,0.15
PNR973234,PX1229,AI130,9785.91,4.8833,18.679526,0.15
