booking_id,passenger_id,flight_id,origin_airport,destination_airport,booking_date,travel_date,fare_class,base_fare,taxes,ancillary_revenue,total_price_paid,discount_applied,booking_channel,passenger_count,seat_number,booking_status,cancellation_date,payment_method,days_before_departure
PNR815323,PX1618,AI371,GOI,DEL,2026-01-07 13:45:00,2026-02-11,Economy,10176.57,508.83,0,10685.4,0.0,Mobile App,1,28B,Confirmed,,Wallet,35
PNR616442,PX1681,AI371,GOI,DEL,2026-01-13 13:45:00,2026-02-11,Economy,6543.8,327.19,1200,8070.99,0.0,Mobile App,1,21F,Confirmed,,Credit Card,29
PNR679153,PX1457,AI371,GOI,DEL,2026-01-11 13:45:00,2026-02-11,Economy,10401.03,520.05,600,11521.08,0.0,Mobile App,1,22C,Confirmed,,UPI,31
PNR486457,PX1109,AI371,GOI,DEL,2026-01-28 13:45:00,2026-02-11,Economy,11193.3,559.67,350,12102.97,0.0,Web,1,1C,Confirmed,,Wallet,14
PNR993250,PX1384,AI371,GOI,DEL,2026-01-27 13:45:00,2026-02-11,Economy,7661.14,383.06,600,8644.2,0.0,Mobile App,1,13D,Confirmed,,UPI,15
PNR622646,PX1994,AI371,GOI,DEL,2026-02-09 13:45:00,2026-02-11,Economy,13032.66,651.63,600,14284.29,0.0,Mobile App,1,6C,Confirmed,,Credit Card,2
PNR262828,PX1499,AI371,GOI,DEL,2026-01-27 13:45:00,2026-02-11,Economy,6824.71,341.24,350,7515.94,0.0,Web,1,19C,Confirmed,,UPI,15
PNR648753,PX1969,AI371,GOI,DEL,2026-02-08 13:45:00,2026-02-11,Economy,10730.45,536.52,350,11616.97,0.0,OTA,1,6B,Confirmed,,Credit Card,3
PNR715556,PX1289,AI371,GOI,DEL,2026-02-03 13:45:00,2026-02-11,Economy,3096.66,154.83,600,3851.49,0.0,Web,1,28B,Confirmed,,UPI,8
PNR714847,PX1841,AI371,GOI,DEL,2026-01-09 13:45:00,2026-02-11,Economy,7385.66,369.28,350,8104.94,0.0,Mobile App,1,13F,Confirmed,,UPI,33
PNR125639,PX1562,AI371,GOI,DEL,2026-01-07 13:45:00,2026-02-11,Economy,11412.59,570.63,0,11983.22,0.0,Mobile App,1,22C,Confirmed,,UPI,35
PNR788083,PX1909,AI371,GOI,DEL,2026-01-05 13:45:00,2026-02-11,Economy,10024.41,501.22,0,10525.63,0.0,Web,1,20F,Confirmed,,UPI,37
PNR409928,PX1936,AI371,GOI,DEL,2026-01-21 13:45:00,2026-02-11,Economy,11798.68,589.93,0,12388.61,0.0,Mobile App,1,25D,Confirmed,,Credit Card,21
PNR566944,PX1718,AI371,GOI,DEL,2026-02-08 13:45:00,2026-02-11,Economy,10858.38,542.92,350,11751.3,0.0,Mobile App,1,28C,Confirmed,,Credit Card,3
PNR594106,PX1217,AI371,GOI,DEL,2026-02-03 13:45:00,2026-02-11,Economy,11823.27,591.16,350,12764.43,0.0,Mobile App,1,2A,Confirmed,,Wallet,8
PNR766618,PX1675,AI371,GOI,DEL,2026-01-07 13:45:00,2026-02-11,Economy,4132.29,206.61,600,4938.9,0.0,Web,1,22A,Confirmed,,UPI,35
PNR426703,PX1062,AI371,GOI,DEL,2026-01-21 13:45:00,2026-02-11,Economy,7656.99,382.85,0,8039.84,0.0,Mobile App,1,6E,Confirmed,,Net Banking,21
PNR379412,PX1908,AI371,GOI,DEL,2025-12-31 13:45:00,2026-02-11,Premium,10726.65,536.33,0,11262.98,0.0,OTA,1,15A,Confirmed,,Credit Card,42
PNR589812,PX1938,AI371,GOI,DEL,2026-01-25 13:45:00,2026-02-11,Economy,6642.48,332.12,600,7574.61,0.0,Mobile App,1,13C,Confirmed,,Credit Card,17
PNR358105,PX1574,AI371,GOI,DEL,2026-01-28 13:45:00,2026-02-11,Economy,7773.05,388.65,0,8161.7,0.0,OTA,1,20D,Confirmed,,UPI,14
PNR531314,PX1421,AI371,GOI,DEL,2026-01-22 13:45:00,2026-02-11,Economy,4901.27,245.06,0,5146.33,0.0,Mobile App,1,24C,Confirmed,,UPI,20
PNR681986,PX1981,AI371,GOI,DEL,2026-01-09 13:45:00,2026-02-11,Economy,6813.6,340.68,0,7154.28,0.0,Mobile App,1,17D,Confirmed,,Wallet,33
PNR895528,PX1548,AI371,GOI,DEL,2026-01-09 13:45:00,2026-02-11,Economy,8091.01,404.55,0,8495.56,0.0,Mobile App,1,8F,Confirmed,,Credit Card,33
PNR766344,PX1271,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,6464.62,323.23,600,7387.85,0.0,Web,1,18A,Confirmed,,Net Banking,25
PNR469493,PX1425,AI371,GOI,DEL,2026-01-04 13:45:00,2026-02-11,Economy,4818.48,240.92,350,5409.4,0.0,Mobile App,1,29A,Confirmed,,UPI,38
PNR920654,PX1301,AI371,GOI,DEL,2026-02-03 13:45:00,2026-02-11,Economy,9833.82,491.69,350,10675.52,0.0,Web,1,23F,Confirmed,,Credit Card,8
PNR545420,PX1049,AI371,GOI,DEL,2026-02-03 13:45:00,2026-02-11,Economy,10543.38,527.17,350,11420.55,0.0,Mobile App,1,9B,Confirmed,,Credit Card,8
PNR718010,PX1466,AI371,GOI,DEL,2026-01-15 13:45:00,2026-02-11,Economy,11487.55,574.38,1200,13261.93,0.0,Mobile App,1,19E,Confirmed,,UPI,27
PNR450778,PX1449,AI371,GOI,DEL,2026-01-03 13:45:00,2026-02-11,Economy,9749.24,487.46,350,10586.7,0.0,Web,1,18E,Cancelled,,Credit Card,39
PNR724889,PX1308,AI371,GOI,DEL,2025-12-30 13:45:00,2026-02-11,Economy,3441.73,172.09,600,4213.82,0.0,Mobile App,1,11B,Confirmed,,UPI,43
PNR416025,PX1546,AI371,GOI,DEL,2026-01-10 13:45:00,2026-02-11,Economy,11952.41,597.62,1200,13750.03,0.0,Mobile App,1,2A,Confirmed,,UPI,32
PNR133430,PX1764,AI371,GOI,DEL,2026-01-23 13:45:00,2026-02-11,Economy,10685.83,534.29,350,11570.13,0.0,Mobile App,1,14A,Cancelled,,UPI,19
PNR850976,PX1965,AI371,GOI,DEL,2026-01-24 13:45:00,2026-02-11,Economy,7290.99,364.55,600,8255.54,0.0,Mobile App,1,13A,Confirmed,,UPI,18
PNR846121,PX1294,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,7293.89,364.69,1200,8858.58,0.0,Web,1,18D,Confirmed,,UPI,25
PNR483578,PX1876,AI371,GOI,DEL,2026-01-07 13:45:00,2026-02-11,Economy,8989.03,449.45,600,10038.48,0.0,Mobile App,1,26C,Confirmed,,UPI,35
PNR951307,PX1873,AI371,GOI,DEL,2026-01-16 13:45:00,2026-02-11,Economy,3258.01,162.9,600,4020.91,0.0,Mobile App,1,1B,Confirmed,,Credit Card,26
PNR580813,PX1678,AI371,GOI,DEL,2026-01-07 13:45:00,2026-02-11,Economy,9587.73,479.39,350,10417.11,0.0,Web,1,23B,Confirmed,,Credit Card,35
PNR127820,PX1818,AI371,GOI,DEL,2026-01-01 13:45:00,2026-02-11,Economy,7113.85,355.69,0,7469.54,0.0,Web,1,5E,Confirmed,,UPI,41
PNR119943,PX1914,AI371,GOI,DEL,2026-01-11 13:45:00,2026-02-11,Economy,11699.25,584.96,600,12884.22,0.0,Web,1,12F,No-show,,Credit Card,31
PNR532738,PX1676,AI371,GOI,DEL,2026-02-10 13:45:00,2026-02-11,Economy,10953.43,547.67,0,11501.1,0.0,Mobile App,1,17A,Confirmed,,UPI,1
PNR822298,PX1349,AI371,GOI,DEL,2026-01-28 13:45:00,2026-02-11,Premium,8622.88,431.14,350,9404.02,0.0,Mobile App,1,21C,Confirmed,,Wallet,14
PNR683607,PX1366,AI371,GOI,DEL,2026-01-11 13:45:00,2026-02-11,Premium,11889.35,594.47,0,12483.82,0.0,Mobile App,1,15B,Confirmed,,Wallet,31
PNR663138,PX1866,AI371,GOI,DEL,2026-01-31 13:45:00,2026-02-11,Economy,7220.58,361.03,0,7581.61,0.0,Mobile App,1,2A,No-show,,UPI,11
PNR100681,PX1851,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,5455.59,272.78,350,6078.36,0.0,Mobile App,1,9F,Confirmed,,UPI,25
PNR710153,PX1342,AI371,GOI,DEL,2026-01-28 13:45:00,2026-02-11,Economy,9377.83,468.89,350,10196.72,0.0,Web,1,5B,Confirmed,,UPI,14
PNR431752,PX1459,AI371,GOI,DEL,2026-01-13 13:45:00,2026-02-11,Economy,9331.14,466.56,0,9797.7,0.0,Web,1,6D,Confirmed,,Net Banking,29
PNR250364,PX1511,AI371,GOI,DEL,2025-12-31 13:45:00,2026-02-11,Economy,9176.15,458.81,350,9984.95,0.0,Mobile App,1,15A,Confirmed,,UPI,42
PNR414129,PX1265,AI371,GOI,DEL,2026-01-10 13:45:00,2026-02-11,Economy,8138.6,406.93,600,9145.53,0.0,OTA,1,7B,Confirmed,,UPI,32
PNR748961,PX1845,AI371,GOI,DEL,2026-01-23 13:45:00,2026-02-11,Economy,10913.33,545.67,0,11459.0,0.0,Web,1,1E,Confirmed,,Credit Card,19
PNR106737,PX1659,AI371,GOI,DEL,2026-01-08 13:45:00,2026-02-11,Economy,3343.76,167.19,600,4110.94,0.0,Web,1,5C,Confirmed,,Net Banking,34
PNR645331,PX1326,AI371,GOI,DEL,2026-01-10 13:45:00,2026-02-11,Economy,4672.14,233.61,600,5505.75,0.0,Web,1,16F,Confirmed,,Credit Card,32
PNR580294,PX1703,AI371,GOI,DEL,2025-12-29 13:45:00,2026-02-11,Economy,8907.99,445.4,600,9953.39,0.0,Web,1,27B,Confirmed,,UPI,44
PNR107789,PX1900,AI371,GOI,DEL,2026-01-01 13:45:00,2026-02-11,Economy,3250.32,162.52,600,4012.84,0.0,Mobile App,1,23A,Confirmed,,UPI,41
PNR256192,PX1805,AI371,GOI,DEL,2026-01-28 13:45:00,2026-02-11,Business,5458.45,272.92,600,6331.37,0.0,Mobile App,1,27B,Confirmed,,UPI,14
PNR687470,PX1884,AI371,GOI,DEL,2026-02-04 13:45:00,2026-02-11,Premium,8694.54,434.73,0,9129.27,0.0,Web,1,8C,Confirmed,,Credit Card,7
PNR568054,PX1997,AI371,GOI,DEL,2026-01-11 13:45:00,2026-02-11,Economy,4622.19,231.11,0,4853.3,0.0,Web,1,19D,Confirmed,,UPI,31
PNR417274,PX1631,AI371,GOI,DEL,2026-01-30 13:45:00,2026-02-11,Economy,7951.9,397.6,600,8949.5,0.0,Mobile App,1,16B,Confirmed,,Wallet,12
PNR249135,PX1698,AI371,GOI,DEL,2026-02-06 13:45:00,2026-02-11,Economy,11481.18,574.06,0,12055.24,0.0,Mobile App,1,16A,Confirmed,,UPI,5
PNR599174,PX1883,AI371,GOI,DEL,2026-01-22 13:45:00,2026-02-11,Economy,9673.5,483.68,0,10157.18,0.0,Mobile App,1,27B,Confirmed,,Credit Card,20
PNR421809,PX1107,AI371,GOI,DEL,2026-01-16 13:45:00,2026-02-11,Economy,7260.25,363.01,0,7623.26,0.0,Mobile App,1,6E,Confirmed,,UPI,26
PNR270547,PX1855,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,5242.86,262.14,0,5505.01,0.0,Mobile App,1,13E,Confirmed,,Wallet,25
PNR234477,PX1785,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,11025.73,551.29,600,12177.02,0.0,Web,1,15D,Confirmed,,UPI,25
PNR675628,PX1721,AI371,GOI,DEL,2026-01-06 13:45:00,2026-02-11,Economy,3359.4,167.97,0,3527.37,0.0,Mobile App,1,13A,Confirmed,,Wallet,36
PNR708669,PX1123,AI371,GOI,DEL,2026-01-29 13:45:00,2026-02-11,Economy,9655.46,482.77,350,10488.24,0.0,Mobile App,1,15C,Confirmed,,Credit Card,13
PNR736785,PX1124,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,4045.8,202.29,350,4598.09,0.0,Web,1,9E,Confirmed,,UPI,25
PNR751930,PX1156,AI371,GOI,DEL,2026-01-24 13:45:00,2026-02-11,Economy,11666.52,583.33,600,12849.84,0.0,Mobile App,1,20B,Confirmed,,Credit Card,18
PNR221303,PX1624,AI371,GOI,DEL,2025-12-29 13:45:00,2026-02-11,Economy,6574.55,328.73,600,7503.28,0.0,Mobile App,1,29B,Confirmed,,Credit Card,44
PNR316757,PX1394,AI371,GOI,DEL,2026-02-05 13:45:00,2026-02-11,Premium,6846.25,342.31,0,7188.57,0.0,Mobile App,1,17C,Confirmed,,Credit Card,6
PNR294551,PX1339,AI371,GOI,DEL,2026-01-13 13:45:00,2026-02-11,Economy,5589.97,279.5,600,6469.47,0.0,Web,1,1E,Confirmed,,UPI,29
PNR909742,PX1846,AI371,GOI,DEL,2026-01-18 13:45:00,2026-02-11,Economy,6255.39,312.77,0,6568.16,0.0,Mobile App,1,29D,Confirmed,,UPI,24
PNR178245,PX1745,AI371,GOI,DEL,2026-01-19 13:45:00,2026-02-11,Economy,11653.62,582.68,600,12836.31,0.0,Mobile App,1,17D,Confirmed,,Net Banking,23
PNR338994,PX1694,AI371,GOI,DEL,2026-01-29 13:45:00,2026-02-11,Economy,9629.76,481.49,350,10461.25,0.0,Mobile App,1,13C,Confirmed,,UPI,13
PNR862703,PX1429,AI371,GOI,DEL,2026-01-15 13:45:00,2026-02-11,Economy,9570.19,478.51,600,10648.7,0.0,Web,1,21C,Confirmed,,UPI,27
PNR468092,PX1275,AI371,GOI,DEL,2026-01-17 13:45:00,2026-02-11,Economy,11804.49,590.22,350,12744.71,0.0,Mobile App,1,6D,Confirmed,,UPI,25
PNR112877,PX1423,AI371,GOI,DEL,2026-01-01 13:45:00,2026-02-11,Economy,9289.95,464.5,1200,10954.44,0.0,Mobile App,1,24A,Confirmed,,Credit Card,41
PNR705429,PX1218,AI371,GOI,DEL,2026-01-02 13:45:00,2026-02-11,Economy,10924.24,546.21,350,11820.45,0.0,Web,1,25B,Confirmed,,Credit Card,40
PNR145553,PX1476,AI371,GOI,DEL,2026-02-09 13:45:00,2026-02-11,Economy,12445.61,622.28,0,13067.89,0.0,Mobile App,1,27F,Confirmed,,Credit Card,2
PNR707677,PX1079,AI371,GOI,DEL,2026-01-26 13:45:00,2026-02-11,Economy,4935.43,246.77,0,5182.21,0.0,Mobile App,1,4E,Confirmed,,UPI,16
PNR216437,PX1913,AI371,GOI,DEL,2026-01-29 13:45:00,2026-02-11,Economy,6904.22,345.21,600,7849.43,0.0,Mobile App,1,12E,Cancelled,,Net Banking,13
PNR818331,PX1983,AI371,GOI,DEL,2026-01-19 13:45:00,2026-02-11,Business,9721.77,486.09,0,10207.86,0.0,Web,1,3E,Confirmed,,Credit Card,23
PNR738341,PX1632,AI371,GOI,DEL,2026-01-05 13:45:00,2026-02-11,Economy,4292.1,214.6,1200,5706.7,0.0,Mobile App,1,8A,Confirmed,,Credit Card,37
PNR428321,PX1848,AI371,GOI,DEL,2026-02-07 13:45:00,2026-02-11,Economy,8559.6,427.98,0,8987.58,0.0,Mobile App,1,20D,Confirmed,,Credit Card,4
PNR244637,PX1210,AI371,GOI,DEL,2026-01-07 13:45:00,2026-02-11,Economy,3226.5,161.32,0,3387.82,0.0,OTA,1,16D,Confirmed,,UPI,35
PNR612599,PX1731,AI371,GOI,DEL,2026-01-26 13:45:00,2026-02-11,Economy,8575.56,428.78,350,9354.34,0.0,OTA,1,10D,Confirmed,,UPI,16
PNR562524,PX1132,AI371,GOI,DEL,2026-01-25 13:45:00,2026-02-11,Economy,5093.3,254.66,600,5947.96,0.0,Mobile App,1,7F,Confirmed,,Credit Card,17
PNR819777,PX1842,AI371,GOI,DEL,2026-01-25 13:45:00,2026-02-11,Economy,3625.13,181.26,350,4156.39,0.0,Web,1,13C,Cancelled,,Credit Card,17
PNR225903,PX1256,AI371,GOI,DEL,2026-01-09 13:45:00,2026-02-11,Economy,9090.93,454.55,1200,10745.47,0.0,Mobile App,1,23D,Confirmed,,UPI,33
PNR221460,PX1222,UK335,MAA,AMD,2026-01-23 14:00:00,2026-02-24,Economy,3037.62,151.88,600,3789.5,0.0,Mobile App,1,19C,Confirmed,,Credit Card,32
PNR327001,PX1720,UK335,MAA,AMD,2026-01-26 14:00:00,2026-02-24,Economy,6982.43,349.12,600,7931.55,0.0,Mobile App,1,24D,Confirmed,,Net Banking,29
PNR622967,PX1568,UK335,MAA,AMD,2026-01-22 14:00:00,2026-02-24,Economy,6858.79,342.94,0,7201.73,0.0,Mobile App,1,29D,Confirmed,,Credit Card,33
PNR431390,PX1620,UK335,MAA,AMD,2026-02-08 14:00:00,2026-02-24,Economy,7029.14,351.46,350,7730.6,0.0,OTA,1,9E,Confirmed,,UPI,16
PNR148193,PX1088,UK335,MAA,AMD,2026-02-08 14:00:00,2026-02-24,Business,11578.97,578.95,350,12507.92,0.0,Mobile App,1,13F,Confirmed,,Wallet,16
PNR657800,PX1070,UK335,MAA,AMD,2026-01-23 14:00:00,2026-02-24,Economy,3061.3,153.07,350,3564.37,0.0,Mobile App,1,13F,Confirmed,,Net Banking,32
PNR488829,PX1691,UK335,MAA,AMD,2026-02-08 14:00:00,2026-02-24,Economy,7684.57,384.23,600,8668.8,0.0,Mobile App,1,11A,Confirmed,,UPI,16
PNR322029,PX1265,UK335,MAA,AMD,2026-01-18 14:00:00,2026-02-24,Economy,8347.59,417.38,0,8764.97,0.0,Mobile App,1,26E,Confirmed,,Net Banking,37
PNR513096,PX1345,UK335,MAA,AMD,2026-01-28 14:00:00,2026-02-24,Economy,6503.28,325.16,0,6828.44,0.0,OTA,1,27F,Confirmed,,UPI,27
PNR744062,PX1928,UK335,MAA,AMD,2026-01-27 14:00:00,2026-02-24,Economy,5387.76,269.39,0,5657.15,0.0,OTA,1,5F,Confirmed,,Net Banking,28
PNR871439,PX1594,UK335,MAA,AMD,2026-02-11 14:00:00,2026-02-24,Economy,9295.6,464.78,0,9760.38,0.0,Mobile App,1,19B,Confirmed,,Wallet,13
PNR766698,PX1883,UK335,MAA,AMD,2026-01-21 14:00:00,2026-02-24,Economy,5165.56,258.28,350,5773.84,0.0,OTA,1,9A,Confirmed,,UPI,34
PNR922408,PX1228,UK335,MAA,AMD,2026-02-13 14:00:00,2026-02-24,Economy,7009.83,350.49,0,7360.33,0.0,Web,1,26F,Confirmed,,Credit Card,11
PNR345525,PX1467,UK335,MAA,AMD,2026-01-22 14:00:00,2026-02-24,Economy,3404.51,170.23,350,3924.73,0.0,OTA,1,19E,Confirmed,,UPI,33
PNR121343,PX1340,UK335,MAA,AMD,2026-01-15 14:00:00,2026-02-24,Economy,6822.75,341.14,0,7163.88,0.0,OTA,1,26D,Confirmed,,UPI,40
PNR640704,PX1847,UK335,MAA,AMD,2026-02-15 14:00:00,2026-02-24,Economy,9139.6,456.98,0,9596.58,0.0,Mobile App,1,2F,Confirmed,,UPI,9
PNR752688,PX1838,UK335,MAA,AMD,2026-02-02 14:00:00,2026-02-24,Premium,5595.45,279.77,350,6225.22,0.0,Mobile App,1,21B,Confirmed,,Credit Card,22
PNR363036,PX1212,UK335,MAA,AMD,2026-01-15 14:00:00,2026-02-24,Economy,8738.48,436.92,1200,10375.4,0.0,Mobile App,1,3D,Confirmed,,Credit Card,40
PNR394679,PX1205,UK335,MAA,AMD,2026-02-13 14:00:00,2026-02-24,Economy,8136.79,406.84,350,8893.63,0.0,Mobile App,1,15B,Confirmed,,UPI,11
PNR335547,PX1112,UK335,MAA,AMD,2026-02-02 14:00:00,2026-02-24,Premium,3620.56,181.03,350,4151.58,0.0,Web,1,19D,Confirmed,,Credit Card,22
PNR845590,PX1020,UK335,MAA,AMD,2026-02-20 14:00:00,2026-02-24,Economy,6134.59,306.73,0,6441.32,0.0,Mobile App,1,8E,Confirmed,,Credit Card,4
PNR339421,PX1847,UK335,MAA,AMD,2026-02-15 14:00:00,2026-02-24,Economy,5087.6,254.38,1200,6541.98,0.0,OTA,1,18F,Confirmed,,Net Banking,9
PNR778480,PX1894,UK335,MAA,AMD,2026-02-11 14:00:00,2026-02-24,Economy,10752.42,537.62,600,11890.04,0.0,Web,1,24D,Confirmed,,UPI,13
PNR271168,PX1020,UK335,MAA,AMD,2026-01-27 14:00:00,2026-02-24,Economy,9491.68,474.58,0,9966.27,0.0,OTA,1,8F,Confirmed,,UPI,28
PNR164491,PX1224,UK335,MAA,AMD,2026-02-09 14:00:00,2026-02-24,Economy,6560.39,328.02,0,6888.41,0.0,Mobile App,1,5B,Confirmed,,UPI,15
PNR498274,PX1506,UK335,MAA,AMD,2026-01-22 14:00:00,2026-02-24,Business,4851.0,242.55,600,5693.56,0.0,Web,1,11F,Confirmed,,UPI,33
PNR879172,PX1530,UK335,MAA,AMD,2026-02-03 14:00:00,2026-02-24,Economy,10763.76,538.19,0,11301.95,0.0,Web,1,23C,Confirmed,,UPI,21
PNR473151,PX1991,UK335,MAA,AMD,2026-01-28 14:00:00,2026-02-24,Economy,4590.63,229.53,600,5420.16,0.0,Mobile App,1,14F,Confirmed,,UPI,27
PNR833077,PX1951,UK335,MAA,AMD,2026-02-05 14:00:00,2026-02-24,Economy,3051.55,152.58,0,3204.13,0.0,Web,1,17E,Confirmed,,Credit Card,19
PNR784305,PX1493,UK335,MAA,AMD,2026-02-21 14:00:00,2026-02-24,Premium,10647.52,532.38,1200,12379.89,0.0,Web,1,9A,Confirmed,,Wallet,3
PNR424851,PX1266,UK335,MAA,AMD,2026-02-07 14:00:00,2026-02-24,Premium,9293.46,464.67,0,9758.13,0.0,Mobile App,1,18E,Confirmed,,Net Banking,17
PNR786338,PX1016,UK335,MAA,AMD,2026-02-16 14:00:00,2026-02-24,Economy,7206.64,360.33,600,8166.98,0.0,Mobile App,1,29E,Confirmed,,UPI,8
PNR279292,PX1995,UK335,MAA,AMD,2026-01-22 14:00:00,2026-02-24,Economy,5878.73,293.94,600,6772.66,0.0,Web,1,19B,Confirmed,,UPI,33
PNR894839,PX1637,UK335,MAA,AMD,2026-02-19 14:00:00,2026-02-24,Premium,7576.34,378.82,0,7955.15,0.0,Mobile App,1,10B,Confirmed,,Wallet,5
PNR458702,PX1661,UK335,MAA,AMD,2026-01-13 14:00:00,2026-02-24,Economy,3408.0,170.4,350,3928.4,0.0,Web,1,28A,Confirmed,,UPI,42
PNR500218,PX1323,UK335,MAA,AMD,2026-02-23 14:00:00,2026-02-24,Premium,9727.82,486.39,1200,11414.21,0.0,Web,1,2D,Confirmed,,Credit Card,1
PNR315873,PX1002,UK335,MAA,AMD,2026-02-16 14:00:00,2026-02-24,Economy,5849.38,292.47,0,6141.85,0.0,OTA,1,26E,Confirmed,,UPI,8
PNR234550,PX1386,UK335,MAA,AMD,2026-02-19 14:00:00,2026-02-24,Economy,4144.79,207.24,350,4702.03,0.0,Web,1,29F,Confirmed,,UPI,5
PNR834563,PX1128,UK335,MAA,AMD,2026-01-11 14:00:00,2026-02-24,Business,4755.62,237.78,350,5343.4,0.0,Web,1,14F,Confirmed,,Net Banking,44
PNR682726,PX1291,UK335,MAA,AMD,2026-01-30 14:00:00,2026-02-24,Premium,4754.87,237.74,350,5342.62,0.0,Web,1,25C,Confirmed,,Credit Card,25
PNR701761,PX1811,UK335,MAA,AMD,2026-02-16 14:00:00,2026-02-24,Economy,10070.88,503.54,1200,11774.42,0.0,Mobile App,1,17C,Confirmed,,UPI,8
PNR606480,PX1525,UK335,MAA,AMD,2026-01-11 14:00:00,2026-02-24,Economy,3646.91,182.35,0,3829.25,0.0,OTA,1,27E,Confirmed,,UPI,44
PNR887873,PX1769,UK335,MAA,AMD,2026-02-11 14:00:00,2026-02-24,Economy,7298.17,364.91,600,8263.08,0.0,Mobile App,1,16B,Confirmed,,Wallet,13
PNR162208,PX1891,UK335,MAA,AMD,2026-01-23 14:00:00,2026-02-24,Premium,4668.37,233.42,1200,6101.79,0.0,Mobile App,1,11E,Confirmed,,Credit Card,32
PNR108039,PX1307,UK335,MAA,AMD,2026-02-18 14:00:00,2026-02-24,Premium,9468.36,473.42,600,10541.78,0.0,Mobile App,1,5C,Confirmed,,Credit Card,6
PNR563253,PX1050,UK335,MAA,AMD,2026-02-22 14:00:00,2026-02-24,Economy,6995.56,349.78,350,7695.34,0.0,OTA,1,7C,Confirmed,,Credit Card,2
PNR911380,PX1877,UK335,MAA,AMD,2026-02-22 14:00:00,2026-02-24,Economy,17127.5,856.38,600,18583.88,0.0,Web,1,15F,Cancelled,,UPI,2
PNR743071,PX1326,UK335,MAA,AMD,2026-01-12 14:00:00,2026-02-24,Economy,8215.88,410.79,0,8626.68,0.0,Mobile App,1,10B,Confirmed,,UPI,43
PNR362581,PX1376,UK335,MAA,AMD,2026-01-15 14:00:00,2026-02-24,Economy,9771.2,488.56,600,10859.76,0.0,Web,1,17A,Confirmed,,Credit Card,40
PNR263566,PX1551,UK335,MAA,AMD,2026-02-21 14:00:00,2026-02-24,Economy,6973.47,348.67,350,7672.15,0.0,Web,1,28B,Confirmed,,UPI,3
PNR505669,PX1006,UK335,MAA,AMD,2026-01-29 14:00:00,2026-02-24,Economy,4072.01,203.6,0,4275.61,0.0,Web,1,8B,Confirmed,,UPI,26
PNR933836,PX1984,UK335,MAA,AMD,2026-01-15 14:00:00,2026-02-24,Economy,8085.06,404.25,0,8489.32,0.0,Web,1,12A,Confirmed,,Credit Card,40
PNR609592,PX1378,UK335,MAA,AMD,2026-02-15 14:00:00,2026-02-24,Premium,9710.88,485.54,350,10546.42,0.0,Mobile App,1,5B,Confirmed,,Net Banking,9
PNR176836,PX1647,UK335,MAA,AMD,2026-02-02 14:00:00,2026-02-24,Economy,6756.46,337.82,0,7094.29,0.0,Web,1,13F,Confirmed,,UPI,22
PNR406295,PX1946,UK335,MAA,AMD,2026-02-03 14:00:00,2026-02-24,Economy,11479.81,573.99,600,12653.81,0.0,Mobile App,1,21E,Confirmed,,Net Banking,21
PNR634080,PX1564,UK335,MAA,AMD,2026-02-21 14:00:00,2026-02-24,Economy,6840.66,342.03,0,7182.69,0.0,Web,1,14B,Confirmed,,UPI,3
PNR530191,PX1208,UK335,MAA,AMD,2026-01-25 14:00:00,2026-02-24,Economy,6824.8,341.24,1200,8366.04,0.0,Mobile App,1,27A,Confirmed,,UPI,30
PNR812222,PX1319,UK335,MAA,AMD,2026-02-10 14:00:00,2026-02-24,Economy,9709.49,485.47,0,10194.96,0.0,Mobile App,1,10E,Confirmed,,Wallet,14
PNR319618,PX1414,UK335,MAA,AMD,2026-01-30 14:00:00,2026-02-24,Premium,11879.94,594.0,350,12823.94,0.0,Web,1,11D,Confirmed,,UPI,25
PNR544439,PX1052,UK335,MAA,AMD,2026-01-15 14:00:00,2026-02-24,Economy,10922.66,546.13,0,11468.79,0.0,Mobile App,1,16F,Confirmed,,UPI,40
PNR453331,PX1095,UK335,MAA,AMD,2026-01-22 14:00:00,2026-02-24,Economy,10496.31,524.82,1200,12221.12,0.0,Web,1,29A,Confirmed,,UPI,33
PNR369284,PX1193,UK335,MAA,AMD,2026-02-08 14:00:00,2026-02-24,Economy,7903.98,395.2,0,8299.18,0.0,Mobile App,1,28C,Confirmed,,Credit Card,16
PNR186071,PX1673,UK335,MAA,AMD,2026-02-05 14:00:00,2026-02-24,Economy,10895.07,544.75,350,11789.83,0.0,Mobile App,1,11D,Confirmed,,UPI,19
PNR904731,PX1917,UK335,MAA,AMD,2026-01-13 14:00:00,2026-02-24,Business,9033.24,451.66,600,10084.9,0.0,Mobile App,1,25B,Confirmed,,Credit Card,42
PNR319654,PX1643,UK335,MAA,AMD,2026-01-20 14:00:00,2026-02-24,Economy,9389.74,469.49,600,10459.23,0.0,Mobile App,1,15E,Confirmed,,UPI,35
PNR879120,PX1051,UK335,MAA,AMD,2026-02-18 14:00:00,2026-02-24,Economy,8518.09,425.9,0,8943.99,0.0,Mobile App,1,19B,No-show,,UPI,6
